locale,audio_id,provider,model,num_segments,processing_time_s,WER,CER,MER,WIL,WIP,S,S_%,D,D_%,I,I_%,SemanticSim,LevenshteinSim,Language,Cohort,Sub_Cohort,Duration_mins,Duration_Cat,Gender_Type,Region,Age_Group,Overlap,Gap,Conv_Density,S1_State,S2_State,Total_Gap_s,Total_Overlap_s
es-VE,Latam_SPA_VE_032,soniox,stt-async-v4,121,30.178,12.61%,0.0729,0.1218,0.1847,0.8153,127,6.9,40,2.2,64,3.5,0.9566,0.9277,Spanish,Spanish,Venezuelan Spanish,10.28,Medium,Unknown,Turmero,Unknown,No Overlap,Medium,High,Turmero,Caracas,84,0
pt-BR,Latam_POR_BR_037,microsoft,ConversationTranscriber,145,517.652,12.61%,0.064,0.1242,0.1857,0.8143,217,6.6,145,4.4,50,1.5,0.9225,0.936,Portuguese,Portuguese,Brazilian Portuguese,17.67,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio Claro,79,0
vi-VN,PhongThanh_16_3000,assemblyai,universal,35,68.565,12.55%,0.0568,0.125,0.2289,0.7711,767,11.8,23,0.4,24,0.4,0.9528,0.9433,Vietnamese,Vietnamese,Vietnamese,30,Long,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-VE,Latam_SPA_VE_016,microsoft,ConversationTranscriber,137,888.784,12.46%,0.0757,0.1238,0.1723,0.8277,259,5.1,337,6.7,33,0.7,0.9453,0.9243,Spanish,Spanish,Venezuelan Spanish,30.3,Long,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Caracas,149,0
es-AR,Latam_SPA_AR_065,assemblyai,universal,67,23.411,12.43%,0.0761,0.1243,0.1432,0.8568,31,1.9,169,10.5,0,0,0.9878,0.9239,Spanish,Spanish,Argentinian Spanish,11.08,Medium,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,CABA,93,0
es-PE,Latam_SPA_PE_035,assemblyai,universal,29,24.97,12.40%,0.0714,0.1237,0.1377,0.8623,26,1.4,200,10.8,4,0.2,0.9553,0.9286,Spanish,Spanish,Peruvian Spanish,15.43,Medium,Unknown,Lima,Unknown,No Overlap,Medium,Medium,Lima,São Paulo,121,0
vi-VN,ThanhHoa_02_2500.wav,gemini_flash,gemini-2.5-flash,365,198.484,12.39%,0.0802,0.1197,0.1924,0.8076,300,8.2,25,0.7,129,3.5,0.9703,0.9221,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
pt-BR,Latam_POR_BR_273,microsoft,ConversationTranscriber,115,618.58,12.36%,0.0642,0.1225,0.1837,0.8163,230,6.6,168,4.8,33,0.9,0.9917,0.9358,Portuguese,Portuguese,Brazilian Portuguese,21.67,Long,Unknown,São Paulo,Unknown,No Overlap,Medium,Medium,São Paulo,Rio de Janeiro,66,0
es-PE,Latam_SPA_PE_056,deepgram,nova-3,488,26.99,12.32%,0.0874,0.1226,0.1529,0.8471,132,3.1,372,8.7,20,0.5,0.9854,0.9126,Spanish,Spanish,Peruvian Spanish,30.07,Long,Unknown,Lima,Unknown,No Overlap,High,Low,Lima,Lima,151,0
vi-VN,HnamLien_08_3007.wav,aws_transcribe,aws-transcribe,122,137.881,12.29%,0.0645,0.1191,0.199,0.801,472,9.1,3,0.1,165,3.2,0.9537,0.9372,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
vi-VN,ThanhHoa_24_1500.wav,soniox,stt-async-v4,1,83.287,12.28%,0.054,0.1224,0.2235,0.7765,313,11.5,12,0.4,10,0.4,0.9833,0.946,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,ThanhHoa_02_2500.wav,gemini_pro,gemini-2.5-pro,242,172.609,12.22%,0.0789,0.1181,0.1909,0.8091,300,8.2,21,0.6,127,3.5,0.9773,0.9235,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
vi-VN,ThanhHoa_24_1500.wav,aws_transcribe,aws-transcribe,55,106.539,12.21%,0.054,0.1216,0.2216,0.7784,309,11.3,14,0.5,10,0.4,0.9747,0.9463,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
pt-BR,Latam_POR_BR_037,aws_transcribe,aws-transcribe,71,136.773,12.16%,0.0683,0.1194,0.1766,0.8234,201,6.2,137,4.2,59,1.8,0.8925,0.9317,Portuguese,Portuguese,Brazilian Portuguese,17.67,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio Claro,79,0
pt-BR,Latam_POR_BR_181,speechmatics,speechmatics-batch,21,36.322,12.09%,0.0705,0.1205,0.1623,0.8377,124,4.4,208,7.4,10,0.4,0.9373,0.9295,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Florianópolis,Unknown,No Overlap,Low,Medium,Florianópolis,Rio Claro,27,0
pt-BR,Latam_POR_BR_279,deepgram,nova-3,203,12.044,12.05%,0.0717,0.1199,0.1707,0.8293,139,5.4,159,6.2,13,0.5,0.9244,0.9283,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
pt-BR,Latam_POR_BR_248,microsoft,ConversationTranscriber,71,451.57,12.04%,0.0631,0.1196,0.1786,0.8214,172,6.3,135,5,20,0.7,0.9629,0.9369,Portuguese,Portuguese,Brazilian Portuguese,15.48,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,São Paulo,45,0
vi-VN,ThanhHoa_02_2500.wav,soniox,stt-async-v4,48,73.899,12.03%,0.0771,0.1162,0.1869,0.8131,291,7.9,19,0.5,131,3.6,0.9553,0.9251,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
vi-VN,VinhThoan_01_1004.wav,deepgram,nova-3,64,10.043,11.98%,0.0602,0.1194,0.2111,0.7889,203,10.3,27,1.4,7,0.4,0.9341,0.9398,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,HnamLien_08_3007.wav,assemblyai,universal,56,85.85,11.96%,0.0667,0.1159,0.1896,0.8104,431,8.3,26,0.5,166,3.2,0.9094,0.9348,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
vi-VN,ThaoLe_03_2955.wav,assemblyai,universal,59,82.134,11.96%,0.0779,0.1174,0.1871,0.8129,560,7.7,173,2.4,140,1.9,0.923,0.9221,Vietnamese,Vietnamese,Vietnamese,29.92,Long,Female,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,20.37,0
pt-BR,Latam_POR_BR_046,aws_transcribe,aws-transcribe,157,137.519,11.94%,0.0631,0.1174,0.1783,0.8217,293,6.6,162,3.6,76,1.7,0.9796,0.9369,Portuguese,Portuguese,Brazilian Portuguese,31,Long,Unknown,São Paulo,Unknown,No Overlap,High,Medium,São Paulo,Lauro de freitas,223,0
vi-VN,VinhThoan_01_1004.wav,gemini_flash,gemini-2.5-flash,162,68.074,11.88%,0.0581,0.1183,0.2107,0.7893,205,10.4,21,1.1,9,0.5,0.9383,0.9419,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,VinhThoan_01_1004.wav,aws_transcribe,aws-transcribe,50,45.931,11.88%,0.0584,0.1184,0.2121,0.7879,208,10.5,20,1,7,0.4,0.9355,0.9416,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,VinhThoan_01_1004.wav,gemini_pro,gemini-2.5-pro,36,64.604,11.83%,0.0563,0.1178,0.2111,0.7889,207,10.5,19,1,8,0.4,0.9526,0.9437,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
pt-BR,Latam_POR_BR_037,gemini_pro,gemini-2.5-pro,158,133.73,11.79%,0.0667,0.1152,0.1602,0.8398,155,4.7,154,4.7,76,2.3,0.9352,0.9333,Portuguese,Portuguese,Brazilian Portuguese,17.67,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio Claro,79,0
vi-VN,HnamLien_08_3007.wav,gemini_pro,gemini-2.5-pro,57,142.88,11.79%,0.0623,0.1142,0.1903,0.8097,447,8.6,1,0,166,3.2,0.9478,0.9395,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
pt-BR,Latam_POR_BR_248,deepgram,nova-3,145,11.835,11.75%,0.0696,0.1165,0.1682,0.8318,149,5.5,147,5.4,23,0.8,0.9625,0.9304,Portuguese,Portuguese,Brazilian Portuguese,15.48,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,São Paulo,45,0
es-VE,Latam_SPA_VE_031,soniox,stt-async-v4,81,46.248,11.69%,0.0685,0.1144,0.179,0.821,125,7.1,44,2.5,38,2.1,0.8059,0.9315,Spanish,Spanish,Venezuelan Spanish,10.38,Medium,Unknown,caracas,Unknown,No Overlap,Medium,Medium,caracas,Caracas,100,0
es-AR,Latam_SPA_AR_065,openai_gpt4o,gpt-4o-transcribe,109,37.667,11.68%,0.0751,0.1163,0.1331,0.8669,27,1.7,154,9.6,7,0.4,0.9832,0.9249,Spanish,Spanish,Argentinian Spanish,11.08,Medium,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,CABA,93,0
es-AR,Latam_SPA_AR_065,openai_gpt4o_mini,gpt-4o-mini-transcribe,113,43.909,11.68%,0.0739,0.1163,0.1355,0.8645,31,1.9,150,9.3,7,0.4,0.9833,0.9261,Spanish,Spanish,Argentinian Spanish,11.08,Medium,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,CABA,93,0
vi-VN,VinhThoan_01_1004.wav,elevenlabs,scribe_v2,41,38.693,11.63%,0.0557,0.1158,0.2078,0.7922,204,10.3,17,0.9,9,0.5,0.9376,0.9443,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-PE,Latam_SPA_PE_056,aws_transcribe,aws-transcribe,126,137.436,11.62%,0.072,0.1156,0.1542,0.8458,171,4,303,7.1,20,0.5,0.9916,0.928,Spanish,Spanish,Peruvian Spanish,30.07,Long,Unknown,Lima,Unknown,No Overlap,High,Low,Lima,Lima,151,0
es-VE,Latam_SPA_VE_016,soniox,stt-async-v4,84,66.676,11.59%,0.0777,0.1152,0.1418,0.8582,137,2.7,420,8.3,28,0.6,0.9189,0.9223,Spanish,Spanish,Venezuelan Spanish,30.3,Long,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Caracas,149,0
es-PE,Latam_SPA_PE_035,openai_gpt4o,gpt-4o-transcribe,106,54.009,11.54%,0.0786,0.1147,0.129,0.871,26,1.4,178,9.6,10,0.5,0.9438,0.9214,Spanish,Spanish,Peruvian Spanish,15.43,Medium,Unknown,Lima,Unknown,No Overlap,Medium,Medium,Lima,São Paulo,121,0
es-PE,Latam_SPA_PE_035,openai_gpt4o_mini,gpt-4o-mini-transcribe,105,59.389,11.54%,0.0786,0.1147,0.129,0.871,26,1.4,178,9.6,10,0.5,0.9438,0.9214,Spanish,Spanish,Peruvian Spanish,15.43,Medium,Unknown,Lima,Unknown,No Overlap,Medium,Medium,Lima,São Paulo,121,0
es-AR,Latam_SPA_AR_065,soniox,stt-async-v4,77,40.949,11.50%,0.0709,0.1146,0.1372,0.8628,37,2.3,143,8.9,5,0.3,0.974,0.9291,Spanish,Spanish,Argentinian Spanish,11.08,Medium,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,CABA,93,0
es-PE,Latam_SPA_PE_018,deepgram,nova-3,235,11.79,11.50%,0.0704,0.1147,0.148,0.852,80,3.4,180,7.8,7,0.3,0.9395,0.9296,Spanish,Spanish,Peruvian Spanish,15.15,Medium,Unknown,Nuevo Chimbote,Unknown,No Overlap,Medium,Medium,Nuevo Chimbote,Trujillo,75,0
pt-BR,Latam_POR_BR_208,assemblyai,universal,7,28.767,11.50%,0.069,0.1145,0.1361,0.8639,15,2.2,61,8.9,3,0.4,0.9669,0.931,Portuguese,Portuguese,Brazilian Portuguese,10.2,Medium,Unknown,Jacareí,Unknown,No Overlap,High,Low,Jacareí,Jacareí,290,0
pt-BR,Latam_POR_BR_181,deepgram,nova-3,148,15.102,11.49%,0.0671,0.1136,0.1715,0.8285,176,6.2,117,4.1,32,1.1,0.923,0.9329,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Florianópolis,Unknown,No Overlap,Low,Medium,Florianópolis,Rio Claro,27,0
vi-VN,VinhThoan_01_1004.wav,assemblyai,universal,34,35.865,11.43%,0.0558,0.1138,0.203,0.797,197,10,21,1.1,8,0.4,0.9413,0.9442,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,DungQuang_30_1500,speechmatics,speechmatics-batch,26,41.626,11.40%,0.0751,0.1103,0.1774,0.8226,207,7.5,14,0.5,94,3.4,0.8076,0.9275,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,6.3,0
pt-BR,Latam_POR_BR_028,gemini_pro,gemini-2.5-pro,190,151.749,11.39%,0.0607,0.1112,0.1601,0.8399,136,5.2,98,3.8,63,2.4,0.9705,0.9393,Portuguese,Portuguese,Brazilian Portuguese,15.22,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,High,Rio de Janeiro,São João da Boa Vista,93,0
es-PE,Latam_SPA_PE_057,soniox,stt-async-v4,61,54.273,11.29%,0.0736,0.1124,0.1276,0.8724,29,1.5,178,9.3,9,0.5,0.9994,0.9264,Spanish,Spanish,Peruvian Spanish,20.17,Long,Unknown,Lima,Unknown,No Overlap,High,Medium,Lima,LIMA,240,0
vi-VN,ThanhHoa_02_2500.wav,assemblyai,universal,49,50.806,11.27%,0.0763,0.1091,0.1593,0.8407,198,5.4,96,2.6,119,3.2,0.9792,0.924,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
vi-VN,VinhThoan_01_1004.wav,soniox,stt-async-v4,34,29.64,11.27%,0.0548,0.1123,0.2024,0.7976,199,10.1,17,0.9,7,0.4,0.9285,0.9452,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-AR,Latam_SPA_AR_001,openai_gpt4o,gpt-4o-transcribe,121,59.593,11.26%,0.0778,0.1123,0.1404,0.8596,59,2.9,166,8.1,5,0.2,0.992,0.9222,Spanish,Spanish,Argentinian Spanish,15.12,Medium,Unknown,Tucuman,Unknown,No Overlap,Medium,Medium,Tucuman,tucuman,129,0
pt-BR,Latam_POR_BR_311,soniox,stt-async-v4,8,23.026,11.26%,0.0523,0.1119,0.1546,0.8454,54,4.5,75,6.2,7,0.6,0.9766,0.9477,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Jacareí,Unknown,No Overlap,Low,Low,Jacareí,Jacareí,30,0
pt-BR,Latam_POR_BR_311,openai_gpt4o,gpt-4o-transcribe,128,31.472,11.18%,0.0509,0.111,0.1522,0.8478,52,4.3,75,6.2,8,0.7,0.9766,0.9491,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Jacareí,Unknown,No Overlap,Low,Low,Jacareí,Jacareí,30,0
pt-BR,Latam_POR_BR_102,aws_transcribe,aws-transcribe,69,61.126,11.07%,0.0556,0.1089,0.1676,0.8324,96,6.3,48,3.2,24,1.6,0.9927,0.9444,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,são paulo,Unknown,No Overlap,Medium,Medium,são paulo,Guarulhos,66,0
es-AR,Latam_SPA_AR_001,openai_gpt4o_mini,gpt-4o-mini-transcribe,123,51.073,11.01%,0.0772,0.1099,0.1361,0.8639,55,2.7,165,8.1,5,0.2,0.992,0.9228,Spanish,Spanish,Argentinian Spanish,15.12,Medium,Unknown,Tucuman,Unknown,No Overlap,Medium,Medium,Tucuman,tucuman,129,0
pt-BR,Latam_POR_BR_311,assemblyai,universal,8,22.311,11.01%,0.0512,0.1094,0.1498,0.8502,51,4.2,74,6.1,8,0.7,0.9768,0.9488,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Jacareí,Unknown,No Overlap,Low,Low,Jacareí,Jacareí,30,0
pt-BR,Latam_POR_BR_028,gemini_flash,gemini-2.5-flash,269,169.833,11.00%,0.0612,0.1079,0.1612,0.8388,149,5.7,86,3.3,52,2,0.9745,0.9388,Portuguese,Portuguese,Brazilian Portuguese,15.22,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,High,Rio de Janeiro,São João da Boa Vista,93,0
vi-VN,ThanhHoa_24_1500.wav,openai_gpt4o,gpt-4o-transcribe,59,65.762,10.92%,0.0507,0.1089,0.1987,0.8013,273,10,17,0.6,8,0.3,0.976,0.9495,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,ThanhHoa_24_1500.wav,openai_gpt4o_mini,gpt-4o-mini-transcribe,57,66.253,10.92%,0.0509,0.1089,0.1987,0.8013,273,10,17,0.6,8,0.3,0.976,0.9494,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
pt-BR,Latam_POR_BR_037,gemini_flash,gemini-2.5-flash,272,114.689,10.90%,0.0555,0.1059,0.1568,0.8432,179,5.5,81,2.5,96,2.9,0.7685,0.945,Portuguese,Portuguese,Brazilian Portuguese,17.67,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio Claro,79,0
pt-BR,Latam_POR_BR_299,deepgram,nova-3,254,14.224,10.85%,0.0544,0.1078,0.164,0.836,119,6,84,4.2,12,0.6,0.9815,0.9456,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
pt-BR,Latam_POR_BR_299,speechmatics,speechmatics-batch,52,29.918,10.85%,0.0543,0.1082,0.1546,0.8454,97,4.9,113,5.7,5,0.3,0.978,0.9457,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
pt-BR,Latam_POR_BR_273,aws_transcribe,aws-transcribe,69,106.819,10.79%,0.0604,0.1069,0.1584,0.8416,191,5.5,153,4.4,32,0.9,0.9848,0.9396,Portuguese,Portuguese,Brazilian Portuguese,21.67,Long,Unknown,São Paulo,Unknown,No Overlap,Medium,Medium,São Paulo,Rio de Janeiro,66,0
es-VE,Latam_SPA_VE_016,aws_transcribe,aws-transcribe,128,137.429,10.77%,0.0712,0.107,0.1461,0.8539,206,4.1,302,6,36,0.7,0.9303,0.9288,Spanish,Spanish,Venezuelan Spanish,30.3,Long,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Caracas,149,0
pt-BR,Latam_POR_BR_273,gemini_flash,gemini-2.5-flash,312,125.38,10.70%,0.0553,0.1051,0.1559,0.8441,189,5.4,120,3.4,64,1.8,0.9944,0.9447,Portuguese,Portuguese,Brazilian Portuguese,21.67,Long,Unknown,São Paulo,Unknown,No Overlap,Medium,Medium,São Paulo,Rio de Janeiro,66,0
pt-BR,Latam_POR_BR_279,aws_transcribe,aws-transcribe,80,76.345,10.70%,0.0738,0.106,0.1423,0.8577,97,3.8,156,6,23,0.9,0.938,0.9262,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
pt-BR,Latam_POR_BR_299,aws_transcribe,aws-transcribe,104,79.754,10.60%,0.0554,0.1054,0.1659,0.8341,129,6.5,70,3.5,11,0.6,0.9597,0.9446,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
es-PE,Latam_SPA_PE_065,microsoft,ConversationTranscriber,61,446.371,10.59%,0.0621,0.1055,0.142,0.858,101,3.8,173,6.5,8,0.3,0.9288,0.9379,Spanish,Spanish,Peruvian Spanish,15.27,Medium,Unknown,Trujillo,Unknown,No Overlap,Medium,Medium,Trujillo,Lima,61,0
es-AR,Latam_SPA_AR_065,microsoft,ConversationTranscriber,80,325.452,10.57%,0.0529,0.1053,0.1529,0.8471,81,5,83,5.2,6,0.4,0.9833,0.9471,Spanish,Spanish,Argentinian Spanish,11.08,Medium,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,CABA,93,0
es-AR,Latam_SPA_AR_065,aws_transcribe,aws-transcribe,90,61.119,10.57%,0.0606,0.1053,0.1325,0.8675,45,2.8,119,7.4,6,0.4,0.9867,0.9394,Spanish,Spanish,Argentinian Spanish,11.08,Medium,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,CABA,93,0
pt-BR,Latam_POR_BR_037,soniox,stt-async-v4,59,68.889,10.53%,0.063,0.1045,0.1349,0.8651,102,3.1,216,6.6,26,0.8,0.8601,0.937,Portuguese,Portuguese,Brazilian Portuguese,17.67,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio Claro,79,0
pt-BR,Latam_POR_BR_181,microsoft,ConversationTranscriber,86,443.368,10.53%,0.0567,0.1042,0.1547,0.8453,152,5.4,114,4,32,1.1,0.9951,0.9433,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Florianópolis,Unknown,No Overlap,Low,Medium,Florianópolis,Rio Claro,27,0
vi-VN,ThanhHoa_02_2500.wav,openai_gpt4o_mini,gpt-4o-mini-transcribe,333,102.742,10.53%,0.0789,0.1017,0.1535,0.8465,207,5.6,48,1.3,131,3.6,0.9975,0.9229,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
vi-VN,ThanhHoa_02_2500.wav,openai_gpt4o,gpt-4o-transcribe,335,102.29,10.50%,0.0786,0.1015,0.1536,0.8464,208,5.7,49,1.3,128,3.5,0.9975,0.9231,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
pt-BR,Latam_POR_BR_300,openai_gpt4o,gpt-4o-transcribe,135,52.501,10.47%,0.062,0.1044,0.1261,0.8739,39,2.2,141,8,5,0.3,0.9894,0.938,Portuguese,Portuguese,Brazilian Portuguese,16.4,Medium,Unknown,Jacareí,Unknown,No Overlap,Medium,Low,Jacareí,Jacareí,67,0
pt-BR,Latam_POR_BR_300,openai_gpt4o_mini,gpt-4o-mini-transcribe,135,53.608,10.47%,0.062,0.1044,0.1261,0.8739,39,2.2,141,8,5,0.3,0.9894,0.938,Portuguese,Portuguese,Brazilian Portuguese,16.4,Medium,Unknown,Jacareí,Unknown,No Overlap,Medium,Low,Jacareí,Jacareí,67,0
es-PE,Latam_SPA_PE_018,aws_transcribe,aws-transcribe,59,76.39,10.43%,0.0565,0.1035,0.1546,0.8454,126,5.4,99,4.3,17,0.7,0.9319,0.9435,Spanish,Spanish,Peruvian Spanish,15.15,Medium,Unknown,Nuevo Chimbote,Unknown,No Overlap,Medium,Medium,Nuevo Chimbote,Trujillo,75,0
pt-BR,Latam_POR_BR_279,gemini_pro,gemini-2.5-pro,77,114.091,10.39%,0.0654,0.1015,0.1431,0.8569,113,4.4,94,3.6,61,2.4,0.9301,0.9346,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
pt-BR,Latam_POR_BR_145,soniox,stt-async-v4,67,34.119,10.31%,0.0573,0.1012,0.1485,0.8515,58,5,39,3.4,22,1.9,0.9805,0.9427,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Mogi das Cruzes,Unknown,No Overlap,Medium,Medium,Mogi das Cruzes,Rio Claro,148,0
es-AR,Latam_SPA_AR_052,assemblyai,universal,33,53.533,10.26%,0.0602,0.1024,0.1204,0.8796,84,1.8,380,8.2,10,0.2,0.9859,0.9398,Spanish,Spanish,Argentinian Spanish,30.05,Long,Unknown,Buenos Aires,Unknown,No Overlap,Medium,Medium,Buenos Aires,Buenos aires,143,0
es-PE,Latam_SPA_PE_018,speechmatics,speechmatics-batch,17,31.028,10.25%,0.0614,0.102,0.1377,0.8623,86,3.7,139,6,13,0.6,0.9831,0.9386,Spanish,Spanish,Peruvian Spanish,15.15,Medium,Unknown,Nuevo Chimbote,Unknown,No Overlap,Medium,Medium,Nuevo Chimbote,Trujillo,75,0
pt-BR,Latam_POR_BR_300,assemblyai,universal,14,28.767,10.24%,0.0602,0.1023,0.1207,0.8793,33,1.9,145,8.2,3,0.2,0.9836,0.9398,Portuguese,Portuguese,Brazilian Portuguese,16.4,Medium,Unknown,Jacareí,Unknown,No Overlap,Medium,Low,Jacareí,Jacareí,67,0
es-VE,Latam_SPA_VE_016,speechmatics,speechmatics-batch,69,129.591,10.22%,0.0622,0.1014,0.1446,0.8554,229,4.5,246,4.9,41,0.8,0.9534,0.9378,Spanish,Spanish,Venezuelan Spanish,30.3,Long,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Caracas,149,0
pt-BR,Latam_POR_BR_311,speechmatics,speechmatics-batch,8,29.197,10.10%,0.0377,0.1001,0.1536,0.8464,69,5.7,42,3.5,11,0.9,0.9761,0.9623,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Jacareí,Unknown,No Overlap,Low,Low,Jacareí,Jacareí,30,0
pt-BR,Latam_POR_BR_299,soniox,stt-async-v4,62,63.845,10.09%,0.0512,0.1001,0.1465,0.8535,97,4.9,87,4.4,16,0.8,0.9725,0.9488,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
pt-BR,Latam_POR_BR_181,gemini_flash,gemini-2.5-flash,186,84.727,10.07%,0.0612,0.0987,0.1394,0.8606,121,4.3,106,3.7,58,2.1,0.9416,0.9388,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Florianópolis,Unknown,No Overlap,Low,Medium,Florianópolis,Rio Claro,27,0
